BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Current Floor,Total Floors
3,15000,1600,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,1.0,5.0
2,17000,1200,Super Area,Hyderabad,Furnished,Bachelors/Family,2,4.0,5.0
2,12000,500,Super Area,Hyderabad,Furnished,Bachelors/Family,2,1.0,2.0
3,25000,1300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,13000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,1.0,3.0
3,35000,1565,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,1.0,6.0
1,6500,350,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,4.0
2,11000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,4.0
2,25000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,1.0,6.0
3,35000,2000,Super Area,Hyderabad,Furnished,Family,3,1.0,5.0
3,27000,2200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,3.0,6.0
3,18000,1400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,2.0,4.0
3,20000,1950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,5.0,6.0
2,8500,130,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,1.0
2,14000,1300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,35000,1675,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,5.0,12.0
2,16000,1135,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,3.0,5.0
3,20000,1800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,3.0,4.0
3,18000,1400,Super Area,Hyderabad,Furnished,Bachelors/Family,3,1.0,5.0
4,140000,3698,Carpet Area,Hyderabad,Semi-Furnished,Family,5,16.0,22.0
2,10000,950,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,12000,650,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,2.0
1,5300,100,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,3.0,3.0
2,11000,950,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,2.0,3.0
2,12000,1000,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,1.0,2.0
2,12000,900,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,3.0,4.0
3,20000,1800,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,7.0,10.0
2,13000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,3.0
3,22000,1800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,2.0,5.0
2,15000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,5400,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,1.0,2.0
3,16500,1771,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,2.0,5.0
2,12000,1150,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,4.0,5.0
2,8500,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,3.0
2,14000,1050,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,2.0,5.0
3,15000,1500,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,3.0
2,6000,750,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,2.0
2,14000,1100,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,15000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
3,37000,150,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,1.0,5.0
1,6500,750,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,3.0
2,10000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,3.0
2,12000,1080,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,3.0
2,12000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,3.0,3.0
2,9000,750,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,3.0
3,60000,2405,Super Area,Hyderabad,Semi-Furnished,Bachelors,4,10.0,14.0
2,18000,1248,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,4.0,5.0
2,14000,1110,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,5.0
3,50000,2300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,2.0,5.0
2,17000,1000,Carpet Area,Hyderabad,Furnished,Bachelors,2,3.0,5.0
2,9000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,4.0,5.0
4,80000,3115,Super Area,Hyderabad,Furnished,Bachelors/Family,5,3.0,3.0
1,7500,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,1.0,2.0
2,14000,950,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,5.0,5.0
2,14000,1374,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,3.0
1,10000,1300,Carpet Area,Hyderabad,Furnished,Bachelors/Family,1,2.0,4.0
2,17000,1150,Super Area,Hyderabad,Furnished,Bachelors/Family,2,5.0,6.0
1,6500,450,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,2.0,3.0
2,10000,927,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,3.0,5.0
3,22000,1500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,4.0,5.0
2,15000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,3.0
2,12000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,52000,2800,Carpet Area,Hyderabad,Furnished,Family,3,16.0,19.0
1,6500,562,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,3.0,4.0
2,20000,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,1.0,3.0
3,25000,1950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,2.0,4.0
3,14000,1360,Super Area,Hyderabad,Furnished,Bachelors,2,3.0,8.0
3,25000,1800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,1.0,3.0
2,12500,950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,8.0
2,12000,780,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,3.0,3.0
1,10000,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,1.0,3.0
2,17000,1050,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,3.0,5.0
1,15500,600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,2.0,4.0
3,65000,1800,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,2.0,4.0
3,60000,1800,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,14.0,30.0
3,45000,1900,Carpet Area,Hyderabad,Semi-Furnished,Family,3,4.0,10.0
2,10500,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,3.0,5.0
2,9000,200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,7.0
3,20000,1400,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,3.0,5.0
2,20000,1200,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,2.0,5.0
3,18000,1600,Super Area,Hyderabad,Furnished,Bachelors/Family,3,2.0,5.0
2,12000,1150,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,5.0
2,12000,130,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,3.0
4,120000,3800,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,1.0,1.0
3,28000,1720,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,4.0,10.0
1,6000,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,1.0,3.0
2,12500,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,6.0
4,31000,2400,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,2.0,4.0
2,7000,800,Super Area,Hyderabad,Furnished,Bachelors/Family,2,3.0,4.0
2,22000,1300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,4.0,5.0
2,17500,1400,Super Area,Hyderabad,Furnished,Bachelors/Family,2,4.0,6.0
2,14000,650,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,3.0
2,9500,103,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
1,7000,950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,1.0,5.0
3,15000,1500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,3.0,5.0
3,15000,1550,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,5.0,5.0
2,10000,140,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
3,14000,1800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,2.0
4,85000,2550,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,2.0,3.0
1,5500,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,4.0
2,14000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,10000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,1.0,2.0
2,10000,1300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,13000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,3.0
3,20000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,2.0,6.0
3,25000,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,1.0,4.0
1,7500,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,2.0,3.0
1,200000,8000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,10,2.0,4.0
2,12000,1100,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,3.0
2,9500,1100,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,12000,200,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,1.0,1.0
2,10000,1800,Super Area,Hyderabad,Unfurnished,Family,2,2.0,3.0
2,8000,190,Super Area,Hyderabad,Furnished,Bachelors/Family,2,1.0,1.0
3,16000,1350,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,3.0
2,12333,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
1,9500,400,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,3.0,4.0
2,16000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,20000,1400,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,4.0,5.0
3,14000,1300,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,2.0,3.0
1,7500,400,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,2.0
1,13900,650,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,1.0,6.0
1,5500,500,Super Area,Hyderabad,Unfurnished,Bachelors,1,2.0,3.0
2,9000,875,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,4.0,5.0
1,4700,850,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,3.0,3.0
3,30000,1730,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,7.0,9.0
3,16500,1500,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,2.0,6.0
3,24000,1600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,4.0,4.0
2,9500,900,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,2.0
2,12000,925,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,2.0
2,15000,1500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
3,22500,1600,Carpet Area,Hyderabad,Semi-Furnished,Family,3,1.0,3.0
3,32000,1300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,2.0,3.0
2,10000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,13000,133,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,1.0,2.0
2,7000,950,Super Area,Hyderabad,Unfurnished,Family,2,2.0,4.0
3,12000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,3.0,4.0
2,7500,950,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,2.0
2,15000,1095,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,4.0,5.0
1,8000,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,3.0,4.0
3,25000,2210,Super Area,Hyderabad,Semi-Furnished,Family,3,4.0,5.0
3,26000,1450,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,4.0,5.0
3,15000,192,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,2.0,4.0
1,3000,80,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,12500,1315,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,42000,1600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,2.0,5.0
2,20000,1450,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,6.0
3,40000,1900,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,2.0,5.0
3,45000,2600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,2.0,5.0
1,8500,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,15000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,4.0,5.0
2,9000,100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,3.0
2,14000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,11000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,2.0
2,10000,1400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
3,55000,2000,Carpet Area,Hyderabad,Semi-Furnished,Family,3,2.0,4.0
2,10000,1070,Carpet Area,Hyderabad,Unfurnished,Family,2,2.0,5.0
2,25000,1450,Carpet Area,Hyderabad,Unfurnished,Family,2,3.0,3.0
2,27000,1230,Super Area,Hyderabad,Furnished,Bachelors/Family,2,1.0,6.0
2,12000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors,3,2.0,4.0
2,16000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,2.0
2,8000,150,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,14000,850,Super Area,Hyderabad,Semi-Furnished,Family,2,4.0,6.0
2,10000,1300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
4,150000,4761,Super Area,Hyderabad,Semi-Furnished,Family,5,14.0,18.0
2,16000,1250,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,1.0,5.0
1,6000,100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,3.0
3,26000,1550,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,4.0,5.0
2,13000,1300,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,2.0
3,28000,1600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,5.0,20.0
2,8500,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,2.0,4.0
2,12500,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,5.0
3,25000,1970,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,5.0,9.0
2,10000,650,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,4.0,4.0
2,12000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,4.0,5.0
3,15000,1500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,1.0,1.0
2,6000,1250,Super Area,Hyderabad,Unfurnished,Family,2,2.0,4.0
3,30000,1940,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,1.0,5.0
2,18000,700,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,7.0,8.0
2,8500,700,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,2.0,3.0
2,7500,100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,3.0
1,12000,300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,2.0,3.0
2,15000,980,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,3.0,5.0
2,15500,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,2.0
3,20000,1250,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,6.0
2,11000,1000,Carpet Area,Hyderabad,Semi-Furnished,Family,2,2.0,4.0
2,15000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
3,17000,1800,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,2.0,4.0
3,20000,2000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,1.0,3.0
3,20000,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,1.0,6.0
2,12000,1050,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,3.0,4.0
2,25000,1100,Super Area,Hyderabad,Furnished,Bachelors/Family,2,1.0,7.0
2,11500,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,3.0
2,6500,700,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,3.0
1,10000,750,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,1.0,2.0
1,6000,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,6.0
3,14000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,2.0
3,34000,1500,Carpet Area,Hyderabad,Semi-Furnished,Family,3,2.0,14.0
2,15000,1550,Super Area,Hyderabad,Furnished,Family,2,2.0,4.0
2,20000,1450,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,3.0
2,9500,650,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,3.0,5.0
2,10000,650,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,3.0,5.0
3,30000,1500,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,5.0,5.0
2,13000,900,Super Area,Hyderabad,Furnished,Bachelors/Family,2,2.0,3.0
3,45000,1645,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,8.0,19.0
2,8000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,4.0,7.0
2,25000,1250,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,12000,1300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,1.0,2.0
2,19000,1000,Carpet Area,Hyderabad,Semi-Furnished,Family,2,1.0,3.0
3,22000,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,4.0,6.0
2,15000,1150,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,4.0,5.0
2,15000,110,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,3.0
2,10000,103,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,10000,1050,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,4.0,5.0
2,7000,60,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,6.0
2,15000,1170,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,9500,167,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
1,6500,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,2.0,2.0
1,10000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,4.0
1,8000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,1.0,4.0
1,3300,200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,4.0
2,12000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,1.0,2.0
2,20000,900,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,12000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
3,20000,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,70000,3200,Carpet Area,Hyderabad,Semi-Furnished,Family,3,11.0,15.0
2,10000,1400,Super Area,Hyderabad,Furnished,Bachelors/Family,2,2.0,4.0
1,8500,550,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,4.0
1,8000,540,Carpet Area,Hyderabad,Unfurnished,Family,1,4.0,4.0
1,8000,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,4.0
2,13000,1225,Super Area,Hyderabad,Unfurnished,Bachelors,2,2.0,4.0
3,15500,1430,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,1.0,1.0
2,30000,1200,Super Area,Hyderabad,Furnished,Bachelors/Family,2,2.0,25.0
2,10000,1197,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,18000,1150,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,2.0,5.0
1,12000,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,4.0,5.0
2,9000,1200,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,6000,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,32000,1600,Super Area,Hyderabad,Furnished,Bachelors/Family,3,3.0,6.0
2,36000,1100,Super Area,Hyderabad,Furnished,Bachelors/Family,2,1.0,5.0
2,17000,1220,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,1.0,6.0
3,20000,1500,Super Area,Hyderabad,Furnished,Bachelors/Family,3,2.0,5.0
1,9000,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,4.0,4.0
2,9500,850,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,3.0
2,7000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,3.0
3,17000,100,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,1.0,1.0
2,19500,1140,Super Area,Hyderabad,Furnished,Bachelors/Family,2,2.0,4.0
2,25000,1100,Super Area,Hyderabad,Furnished,Bachelors/Family,2,2.0,3.0
3,14000,1400,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,3.0,4.0
2,16000,1350,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,3.0,5.0
2,15000,180,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,13000,1250,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,6.0
2,12000,1300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,5.0
2,12000,840,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,7500,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,1.0,3.0
2,13000,700,Super Area,Hyderabad,Furnished,Bachelors/Family,2,3.0,4.0
4,52000,2700,Super Area,Hyderabad,Furnished,Bachelors/Family,4,11.0,13.0
2,22000,1100,Carpet Area,Hyderabad,Furnished,Family,2,1.0,12.0
2,18000,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,2.0,4.0
2,7000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,1.0,2.0
3,16500,1600,Super Area,Hyderabad,Semi-Furnished,Family,3,2.0,5.0
3,13000,1550,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,1.0,5.0
1,6000,600,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,6000,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,1.0,2.0
2,21000,1100,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,4.0,5.0
3,10000,1000,Carpet Area,Hyderabad,Furnished,Family,2,2.0,2.0
2,12000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,2.0
3,30000,1800,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,5.0,5.0
2,15000,1300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,3.0,5.0
2,10000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,9000,950,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,3.0
2,10000,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,2.0,3.0
2,8000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,1.0,3.0
6,60000,2800,Super Area,Hyderabad,Furnished,Bachelors/Family,7,2.0,4.0
2,8000,550,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,8500,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,16.0
2,7500,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,5000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,2.0,4.0
3,30000,1800,Carpet Area,Hyderabad,Unfurnished,Family,3,5.0,5.0
1,7500,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,1.0,3.0
2,12000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,4.0
2,15500,1100,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,3.0,4.0
3,26000,1450,Super Area,Hyderabad,Semi-Furnished,Family,2,4.0,7.0
1,8000,550,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,2.0,3.0
2,12000,933,Super Area,Hyderabad,Unfurnished,Bachelors,2,2.0,5.0
3,15000,1100,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,1.0,10.0
2,10000,1030,Super Area,Hyderabad,Semi-Furnished,Family,2,3.0,6.0
3,20000,1150,Carpet Area,Hyderabad,Semi-Furnished,Family,3,2.0,4.0
2,12500,850,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,2.0,4.0
2,18000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,2.0,3.0
3,21000,1400,Carpet Area,Hyderabad,Semi-Furnished,Family,3,3.0,4.0
3,95000,2700,Carpet Area,Hyderabad,Furnished,Bachelors,3,23.0,30.0
3,26000,1700,Carpet Area,Hyderabad,Semi-Furnished,Family,3,7.0,14.0
3,53000,1742,Super Area,Hyderabad,Semi-Furnished,Family,2,25.0,35.0
2,13000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,3.0,4.0
2,12000,1440,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,1.0,3.0
3,28000,1600,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,1.0,6.0
3,57000,1838,Super Area,Hyderabad,Unfurnished,Bachelors,3,4.0,30.0
2,10000,1200,Super Area,Hyderabad,Unfurnished,Bachelors,2,2.0,2.0
3,21467,200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,1.0,1.0
1,32000,1050,Carpet Area,Hyderabad,Furnished,Bachelors,1,2.0,3.0
1,7000,400,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,4.0,4.0
2,30000,1350,Super Area,Hyderabad,Semi-Furnished,Bachelors,2,5.0,14.0
3,40000,1960,Super Area,Hyderabad,Unfurnished,Bachelors,3,13.0,25.0
