BHK,Rent,Size,City,Bathroom,Area Type_Carpet Area,Area Type_Super Area,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Floor Number,Total Floors
1,7500,500,0,1,0,1,1,0,1,0,1,2
3,25000,1260,0,3,0,1,1,0,0,0,0,2
3,54000,1750,0,3,1,0,1,0,1,0,2,4
1,14500,600,0,1,1,0,0,0,1,0,1,3
1,4500,450,0,1,0,1,1,0,1,0,0,3
2,10500,800,0,1,0,1,1,0,1,0,3,4
1,5500,400,0,1,0,1,1,0,0,1,0,2
2,16000,600,0,2,1,0,0,0,0,1,1,2
1,7000,400,0,1,0,1,1,0,0,1,0,2
2,12500,900,0,2,0,1,1,0,0,0,0,3
2,10000,1200,0,1,0,1,1,0,1,0,0,4
2,18000,1045,0,2,1,0,0,0,1,0,1,2
3,28000,1021,0,3,1,0,0,0,0,0,10,10
3,12000,1200,0,2,0,1,1,0,0,1,0,4
2,13000,1000,0,1,1,0,1,0,0,1,1,3
2,50000,1280,0,2,1,0,1,0,0,0,2,12
1,7000,450,0,1,1,0,1,0,1,0,1,2
2,30000,450,0,2,0,1,1,0,0,1,2,3
1,10000,600,0,2,0,1,1,0,1,0,3,4
2,15000,800,0,2,0,1,1,0,1,0,2,3
1,7500,500,0,1,0,1,1,0,0,1,2,4
3,45000,1680,0,3,0,1,1,0,1,0,7,19
3,65000,2000,0,3,1,0,0,0,1,0,23,40
1,12000,500,0,1,1,0,0,0,1,0,1,4
1,7000,500,0,1,1,0,0,0,1,0,2,2
1,9000,800,0,1,0,1,1,0,0,1,2,3
2,23000,1100,0,2,0,1,0,1,1,0,2,3
2,30000,1200,0,2,0,1,1,0,1,0,3,4
1,8000,500,0,1,1,0,1,0,0,1,2,3
2,16000,1155,0,2,0,1,0,1,1,0,3,4
1,7500,440,0,1,0,1,1,0,1,0,3,4
2,20000,1040,0,2,1,0,1,0,1,0,1,7
4,110000,2900,0,4,1,0,0,0,0,0,7,18
3,30000,1200,0,2,0,1,1,0,1,0,1,2
3,20000,1600,0,3,0,1,0,1,1,0,2,3
4,84000,3150,0,4,1,0,0,0,0,1,8,19
2,17000,1000,0,2,0,1,1,0,1,0,2,4
2,15000,1200,0,2,0,1,1,0,1,0,1,2
1,6000,400,0,1,0,1,1,0,1,0,4,5
2,16000,950,0,3,1,0,1,0,0,0,1,1
2,9500,530,0,1,1,0,1,0,1,0,1,3
1,8000,300,0,1,1,0,1,0,0,1,0,2
2,15000,1000,0,2,0,1,1,0,1,0,0,3
1,12000,450,0,1,0,1,1,0,0,1,3,3
1,10000,600,0,1,1,0,0,0,1,0,0,1
2,16000,1100,0,2,0,1,1,0,0,1,2,4
1,11000,400,0,1,0,1,1,0,0,1,1,4
2,11000,700,0,2,0,1,1,0,0,1,1,2
2,20000,1105,0,2,0,1,1,0,1,0,1,4
3,24000,1430,0,2,0,1,1,0,1,0,3,4
2,14500,850,0,2,0,1,1,0,1,0,2,4
1,4000,650,0,1,0,1,1,0,0,1,1,2
2,12000,1200,0,2,0,1,1,0,0,1,0,2
2,8500,600,0,2,0,1,1,0,0,1,1,3
1,9000,400,0,1,1,0,1,0,1,0,2,4
4,180000,2800,0,4,1,0,0,1,0,0,0,4
2,10500,1100,0,2,0,1,1,0,1,0,0,1
2,12000,900,0,2,0,1,0,0,0,1,1,5
3,32000,1300,0,2,0,1,1,0,1,0,2,4
2,15000,1000,0,3,0,1,1,0,1,0,0,1
3,21000,1000,0,3,1,0,1,0,0,0,1,2
2,12000,900,0,2,1,0,1,0,0,1,0,1
1,7000,800,0,1,1,0,1,0,0,1,1,1
2,15000,750,0,2,0,1,1,0,0,1,1,3
2,11400,1100,0,2,1,0,0,0,0,1,2,5
2,15000,1200,0,2,0,1,1,0,1,0,1,3
2,19000,1000,0,2,1,0,1,0,1,0,0,2
2,27000,1000,0,2,1,0,0,0,1,0,4,4
3,48000,2000,0,3,1,0,1,0,1,0,2,4
1,7000,550,0,1,0,1,1,0,1,0,1,3
2,15000,1130,0,2,0,1,0,1,0,1,0,4
2,10000,600,0,2,0,1,1,0,1,0,0,1
1,7000,100,0,1,1,0,1,0,1,0,1,2
2,9000,500,0,1,0,1,1,0,1,0,2,5
1,8000,600,0,1,0,1,1,0,0,1,0,3
2,35000,1200,0,2,1,0,0,0,1,0,1,5
2,16000,850,0,2,0,1,1,0,1,0,1,2
1,4500,600,0,1,0,1,1,0,0,1,1,4
2,16000,600,0,1,0,1,1,0,0,1,1,3
2,10000,700,0,1,0,1,1,0,1,0,1,4
1,8000,400,0,1,1,0,1,0,0,1,1,1
1,6000,400,0,1,0,1,1,0,1,0,3,4
2,13000,1000,0,2,1,0,1,0,0,1,1,2
2,10000,1200,0,2,0,1,1,0,1,0,0,4
3,55000,1603,0,3,1,0,1,0,1,0,6,17
3,15000,1200,0,3,0,1,0,1,1,0,0,2
1,12000,420,0,1,1,0,1,0,1,0,2,5
2,9000,1200,0,2,0,1,1,0,1,0,3,4
3,36000,1771,0,3,0,1,1,0,1,0,10,18
3,37000,1200,0,3,0,1,1,0,1,0,2,3
2,6000,700,0,1,0,1,1,0,0,1,1,2
1,17000,610,0,1,0,1,1,0,1,0,10,10
1,8000,800,0,1,0,1,1,0,0,1,3,4
1,7500,550,0,1,0,1,1,0,1,0,2,3
2,9500,750,0,1,0,1,1,0,1,0,1,4
2,13500,700,0,2,1,0,0,0,1,0,1,3
1,9000,600,0,1,1,0,1,0,1,0,2,2
1,7000,360,0,1,0,1,1,0,0,1,0,2
2,12000,800,0,2,0,1,1,0,0,1,2,4
4,100000,3700,0,5,1,0,1,0,1,0,18,22
2,12000,1200,0,2,0,1,1,0,0,1,1,3
1,8500,480,0,1,0,1,1,0,0,0,2,3
2,18000,1000,0,2,0,1,1,0,1,0,0,3
1,11000,800,0,1,0,1,0,1,1,0,0,3
3,18000,900,0,2,0,1,1,0,0,0,2,3
3,17000,1450,0,3,0,1,1,0,1,0,0,2
1,6500,400,0,1,0,1,1,0,0,1,0,3
2,11500,700,0,2,0,1,1,0,1,0,1,2
2,22000,1000,0,2,1,0,1,0,1,0,2,6
1,13000,450,0,1,1,0,1,0,0,0,3,3
3,20000,773,0,2,1,0,0,0,1,0,2,12
2,10000,1200,0,2,0,1,1,0,1,0,1,2
2,15000,1000,0,2,0,1,1,0,0,1,2,3
1,8000,150,0,1,0,1,1,0,0,1,2,3
2,12000,865,0,2,0,1,1,0,1,0,1,5
1,20000,600,0,1,0,1,1,0,1,0,1,4
2,20000,800,0,1,0,1,1,0,1,0,2,3
1,8000,200,0,1,0,1,1,0,1,0,0,4
1,11000,600,0,2,1,0,0,0,0,1,1,4
3,40000,1840,0,2,1,0,1,0,1,0,5,14
2,10000,800,0,2,0,1,1,0,1,0,2,4
3,30000,1600,0,2,1,0,0,1,1,0,2,4
2,8000,600,0,1,0,1,1,0,0,1,1,2
2,15000,1100,0,2,1,0,0,0,0,1,3,3
2,12000,950,0,2,0,1,1,0,1,0,1,2
2,12000,905,0,2,0,1,0,1,1,0,3,6
3,20000,1200,0,2,1,0,0,0,1,0,0,1
3,13000,1000,0,1,0,1,1,0,1,0,1,2
2,17500,1080,0,2,0,1,1,0,0,0,1,4
1,8000,600,0,1,0,1,1,0,1,0,0,4
2,8500,1000,0,2,0,1,1,0,1,0,0,3
1,7500,600,0,1,0,1,1,0,1,0,1,2
2,22000,1100,0,2,0,1,1,0,1,0,2,5
1,6000,300,0,1,0,1,1,0,0,1,0,2
2,32900,1200,0,1,1,0,1,0,0,0,3,6
2,15000,800,0,1,0,1,1,0,0,0,1,4
2,10000,535,0,1,0,1,1,0,0,1,3,4
2,10000,800,0,2,0,1,1,0,0,1,1,3
3,21000,1159,0,2,0,1,1,0,0,1,4,5
4,63000,2650,0,5,1,0,0,0,0,1,16,34
1,6900,50,0,1,1,0,0,0,1,0,0,4
2,14000,700,0,1,0,1,1,0,0,1,2,3
1,14500,550,0,1,0,1,0,0,1,0,4,5
1,6500,700,0,1,0,1,1,0,1,0,2,4
2,13000,600,0,2,0,1,1,0,0,1,1,5
2,8000,600,0,1,0,1,1,0,1,0,1,4
2,18000,1000,0,1,0,1,1,0,1,0,2,4
2,20000,1100,0,3,0,1,1,0,1,0,2,2
1,14000,750,0,1,1,0,1,0,1,0,3,4
4,50000,2900,0,4,0,1,1,0,0,0,5,7
2,14500,990,0,2,0,1,1,0,0,1,1,4
2,15000,1300,0,2,0,1,1,0,0,0,0,2
1,11500,550,0,1,1,0,1,0,1,0,2,3
3,15000,1360,0,2,0,1,1,0,1,0,5,9
2,12000,600,0,2,1,0,0,0,1,0,2,4
2,18000,1200,0,2,1,0,1,0,1,0,0,12
2,15000,1050,0,2,0,1,1,0,1,0,1,5
2,12000,840,0,2,0,1,1,0,1,0,2,4
2,25000,1050,0,2,0,1,1,0,1,0,1,5
3,150000,3250,0,4,1,0,1,0,0,0,2,6
1,10000,500,0,1,0,1,1,0,0,1,2,3
2,8000,900,0,1,0,1,1,0,1,0,1,3
2,40000,1300,0,2,1,0,1,0,1,0,2,4
2,12000,600,0,1,0,1,1,0,0,1,2,3
2,16000,900,0,1,1,0,1,0,1,0,3,5
2,23000,1100,0,2,1,0,1,0,1,0,2,5
2,25000,1100,0,2,1,0,1,0,1,0,2,10
1,7000,600,0,1,0,1,1,0,0,1,2,3
2,17500,1250,0,2,1,0,0,0,0,1,1,2
1,10000,415,0,1,1,0,1,0,1,0,3,3
3,39000,1200,0,3,0,1,1,0,0,0,1,4
3,22000,1200,0,2,1,0,0,0,0,1,4,4
2,18000,1000,0,2,0,1,0,1,1,0,2,4
2,23000,1300,0,2,0,1,1,0,0,0,3,4
2,20000,1150,0,2,1,0,1,0,0,1,2,4
1,10000,450,0,1,1,0,1,0,1,0,3,4
1,15000,600,0,1,1,0,1,0,1,0,5,5
2,17000,1000,0,2,0,1,1,0,1,0,3,4
3,56000,1900,0,3,1,0,0,0,0,1,6,16
3,43000,1700,0,3,1,0,1,0,1,0,3,4
2,25000,1100,0,2,1,0,1,0,1,0,2,5
1,9000,500,0,1,1,0,1,0,1,0,1,3
3,31000,1757,0,3,0,1,1,0,1,0,9,10
1,6000,300,0,1,0,1,1,0,1,0,0,2
1,5000,500,0,1,0,1,1,0,1,0,2,3
2,16000,1200,0,2,0,1,0,0,0,1,0,1
1,20000,800,0,1,1,0,0,1,1,0,0,5
3,28000,1281,0,3,0,1,1,0,1,0,2,4
2,18000,1450,0,2,1,0,1,0,1,0,0,2
1,12000,600,0,1,0,1,0,0,1,0,3,3
2,20000,980,0,2,0,1,0,1,0,0,3,4
3,25000,1500,0,3,0,1,0,0,1,0,1,7
3,35000,1800,0,3,0,1,1,0,1,0,1,1
1,7000,400,0,1,0,1,1,0,0,1,1,2
1,7500,600,0,1,1,0,0,0,0,1,0,2
2,14000,1100,0,2,1,0,1,0,1,0,0,2
2,20000,1100,0,2,1,0,0,0,1,0,1,5
4,380000,3500,0,5,1,0,0,0,1,0,2,4
2,21000,1100,0,2,1,0,1,0,0,1,2,5
2,15000,700,0,2,0,1,1,0,1,0,1,2
1,5500,600,0,1,1,0,0,0,0,1,1,2
2,10000,700,0,2,0,1,1,0,0,1,1,3
1,7000,250,0,1,0,1,1,0,1,0,1,4
2,11500,1200,0,1,0,1,1,0,1,0,2,3
3,22000,1450,0,3,0,1,1,0,1,0,0,4
2,19000,1221,0,2,1,0,0,0,0,1,2,5
2,15000,1250,0,2,0,1,1,0,1,0,1,4
2,10500,700,0,1,1,0,0,1,1,0,0,2
2,12000,700,0,2,1,0,1,0,1,0,1,2
1,7000,200,0,1,0,1,1,0,1,0,2,3
2,15000,1200,0,2,1,0,1,0,1,0,0,1
2,23000,600,0,2,0,1,1,0,1,0,3,5
1,6500,600,0,1,0,1,1,0,1,0,3,5
3,29000,1800,0,3,1,0,1,0,1,0,3,4
2,12000,900,0,2,1,0,1,0,0,1,0,2
2,10000,1000,0,2,0,1,0,0,1,0,2,2
2,12500,500,0,2,1,0,1,0,1,0,1,2
3,32000,1800,0,3,0,1,1,0,1,0,1,4
1,8000,416,0,1,0,1,1,0,0,1,19,20
2,10500,600,0,1,0,1,1,0,1,0,3,5
1,6000,400,0,1,0,1,1,0,0,1,1,3
3,16000,1200,0,2,0,1,1,0,1,0,2,3
3,45000,1600,0,3,1,0,1,0,1,0,1,4
1,6000,500,0,1,0,1,1,0,1,0,0,2
1,5000,500,0,1,0,1,0,1,1,0,1,4
3,14000,1800,0,3,0,1,1,0,1,0,5,7
2,20000,900,0,2,1,0,1,0,0,0,0,12
1,11000,550,0,1,1,0,1,0,1,0,3,4
1,5500,600,0,1,0,1,0,0,0,1,1,2
3,55000,1800,0,3,1,0,0,0,0,1,1,4
2,15000,976,0,1,0,1,1,0,1,0,1,3
1,8500,350,0,1,0,1,1,0,1,0,2,3
2,15000,1100,0,2,1,0,1,0,1,0,0,2
2,12000,500,0,1,0,1,1,0,0,1,2,3
1,7500,600,0,1,1,0,0,0,1,0,3,3
2,16000,1100,0,2,0,1,1,0,1,0,2,4
2,20000,1150,0,2,1,0,0,1,0,0,2,4
2,14500,850,0,2,0,1,1,0,1,0,0,3
1,6000,600,0,1,0,1,1,0,1,0,2,2
2,14000,900,0,2,1,0,0,0,1,0,4,5
1,7000,300,0,1,0,1,1,0,1,0,0,4
2,27500,1130,0,2,0,1,1,0,1,0,2,4
2,18000,1200,0,2,0,1,1,0,0,1,0,3
2,10000,1000,0,2,0,1,1,0,1,0,1,3
3,31000,1700,0,3,0,1,0,1,0,0,6,9
2,15000,1100,0,2,1,0,1,0,1,0,2,4
1,11000,300,0,1,0,1,1,0,1,0,0,4
1,4500,600,0,1,0,1,1,0,0,1,0,3
1,10000,1000,0,2,0,1,1,0,1,0,0,2
2,10000,1200,0,2,0,1,1,0,0,1,1,2
1,9000,500,0,1,0,1,1,0,1,0,0,3
2,16000,1050,0,2,0,1,1,0,1,0,1,3
1,5000,350,0,1,1,0,1,0,0,1,2,2
2,10000,1000,0,2,0,1,1,0,1,0,1,3
1,15000,600,0,1,1,0,1,0,1,0,3,5
1,3500,150,0,1,0,1,1,0,0,1,2,3
2,16000,1400,0,2,0,1,1,0,0,0,1,2
2,17000,1387,0,3,0,1,1,0,1,0,0,4
3,30000,1350,0,2,0,1,1,0,0,0,0,5
2,12000,1020,0,2,1,0,1,0,0,1,1,4
1,9000,600,0,1,1,0,1,0,1,0,2,4
1,6000,400,0,1,0,1,1,0,1,0,3,4
1,20000,550,0,1,1,0,0,0,1,0,2,5
3,30000,1400,0,2,1,0,1,0,0,0,2,4
2,20000,1050,0,2,1,0,1,0,1,0,5,5
2,15000,800,0,2,0,1,1,0,0,1,1,5
2,20000,1100,0,2,0,1,1,0,0,1,1,3
3,25000,1500,0,2,0,1,1,0,1,0,0,3
1,9000,800,0,1,1,0,1,0,1,0,2,3
2,17000,800,0,1,1,0,0,0,1,0,0,4
2,16500,1200,0,2,0,1,1,0,1,0,2,3
1,7000,450,0,1,0,1,1,0,0,1,2,4
3,30000,1425,0,2,0,1,1,0,1,0,0,5
2,8500,720,0,2,0,1,1,0,1,0,1,4
1,8000,700,0,1,1,0,1,0,1,0,2,3
2,20000,1100,0,2,0,1,1,0,1,0,2,3
3,30000,1645,0,3,1,0,1,0,1,0,6,12
3,120000,3276,0,3,0,1,1,0,1,0,3,4
1,7000,500,0,1,0,1,1,0,0,1,2,3
2,10000,600,0,2,0,1,1,0,0,0,4,5
1,5000,600,0,1,0,1,1,0,1,0,1,3
3,30000,1893,0,4,0,1,0,0,1,0,0,18
1,6500,450,0,1,0,1,0,0,0,1,1,4
1,10000,650,0,1,1,0,0,0,1,0,4,4
1,18000,400,0,1,1,0,0,0,0,1,0,3
2,30000,1296,0,2,1,0,1,0,1,0,9,22
2,20000,1000,0,2,1,0,0,0,1,0,4,5
1,16500,600,0,1,1,0,0,0,0,1,4,5
1,15000,600,0,1,0,1,1,0,0,0,3,3
4,130000,4800,0,4,1,0,1,0,1,0,11,19
2,15000,1000,0,1,0,1,1,0,1,0,0,2
1,70000,800,0,1,1,0,0,0,0,1,1,3
1,22000,455,0,1,1,0,1,0,1,0,2,5
2,9750,575,0,2,1,0,0,0,1,0,0,2
2,23000,1066,0,2,0,1,1,0,0,1,3,4
2,12000,850,0,1,0,1,1,0,1,0,3,4
3,60000,1550,0,3,1,0,1,0,1,0,2,5
2,11000,1000,0,2,0,1,1,0,1,0,2,4
2,12000,800,0,1,0,1,1,0,1,0,1,3
1,11000,450,0,1,1,0,1,0,1,0,1,4
2,19000,1350,0,2,1,0,1,0,1,0,1,2
2,10000,1350,0,2,0,1,1,0,1,0,1,1
1,7500,600,0,1,0,1,1,0,1,0,3,4
3,55000,2150,0,3,0,1,0,0,1,0,3,6
2,11000,1080,0,2,0,1,1,0,1,0,3,5
3,50000,1450,0,3,0,1,1,0,1,0,3,4
2,13500,700,0,2,0,1,1,0,0,1,2,3
2,16500,1200,0,2,0,1,1,0,1,0,2,4
3,120000,2110,0,3,1,0,0,0,0,1,3,4
1,7000,500,0,1,0,1,1,0,1,0,2,4
2,10000,850,0,1,0,1,1,0,1,0,2,3
1,7000,400,0,1,0,1,1,0,0,1,2,3
1,18000,800,0,1,0,1,1,0,0,0,0,2
1,11000,600,0,1,0,1,0,1,1,0,2,4
1,9000,450,0,1,0,1,1,0,0,1,2,3
3,60000,2080,0,3,1,0,0,1,1,0,2,5
3,3500000,2500,0,3,1,0,0,0,1,0,4,4
2,12500,650,0,1,0,1,1,0,1,0,3,4
2,16000,1100,0,2,0,1,1,0,1,0,2,4
2,30000,1025,0,2,1,0,1,0,1,0,2,4
2,17000,1100,0,2,1,0,0,0,1,0,1,4
1,8000,350,0,1,0,1,1,0,0,1,2,3
2,16500,1050,0,2,0,1,1,0,0,0,0,2
2,13000,600,0,1,0,1,1,0,1,0,2,3
2,12000,800,0,2,0,1,0,1,1,0,1,1
2,17000,700,0,2,0,1,1,0,1,0,2,5
3,15000,750,0,2,0,1,1,0,1,0,1,2
3,35000,1600,0,3,0,1,1,0,1,0,20,25
2,13000,1180,0,2,1,0,0,1,1,0,1,3
2,12000,1400,0,2,0,1,1,0,1,0,2,4
1,10000,750,0,1,0,1,1,0,1,0,2,5
2,9000,580,0,1,1,0,0,0,1,0,0,3
1,6000,350,0,1,0,1,1,0,0,1,0,1
2,8900,1100,0,2,0,1,1,0,1,0,1,2
3,40000,1900,0,3,1,0,0,0,0,1,3,6
2,24000,1105,0,2,1,0,1,0,0,0,1,4
2,18500,1080,0,2,1,0,1,0,0,0,3,12
2,16000,1281,0,2,0,1,1,0,1,0,1,5
1,8000,600,0,1,0,1,1,0,1,0,0,3
2,15000,850,0,2,0,1,1,0,1,0,0,3
2,27000,1200,0,2,0,1,1,0,1,0,2,5
2,17000,900,0,2,0,1,1,0,0,0,4,5
3,50000,1250,0,3,1,0,1,0,1,0,3,5
2,14000,800,0,2,1,0,0,0,0,1,3,3
1,5000,500,0,1,0,1,1,0,0,1,0,3
2,8000,600,0,2,0,1,1,0,1,0,2,3
3,20000,904,0,2,0,1,1,0,0,0,1,5
2,15000,750,0,2,0,1,1,0,1,0,1,4
3,20000,1252,0,2,1,0,1,0,1,0,3,5
2,11000,1200,0,2,0,1,1,0,1,0,1,2
2,8500,440,0,2,0,1,1,0,0,0,2,4
3,22500,1600,0,3,1,0,1,0,1,0,2,4
2,15000,1200,0,2,0,1,1,0,0,0,3,4
2,11000,950,0,2,1,0,1,0,1,0,2,3
2,11000,800,0,2,0,1,1,0,0,1,0,4
2,9000,1000,0,1,1,0,1,0,1,0,1,3
3,120000,2770,0,3,0,1,1,0,1,0,3,22
2,15000,800,0,1,0,1,1,0,1,0,0,4
1,7000,400,0,1,0,1,1,0,1,0,0,2
1,5000,144,0,1,0,1,1,0,1,0,0,1
1,18000,600,0,1,0,1,1,0,0,0,2,4
3,45000,2200,0,3,1,0,0,0,1,0,2,4
2,21000,1005,0,3,1,0,1,0,1,0,2,5
2,10000,1200,0,2,0,1,1,0,1,0,0,1
2,15000,1180,0,2,0,1,0,1,1,0,0,5
2,11000,900,0,2,0,1,1,0,1,0,2,3
1,7500,500,0,1,1,0,1,0,1,0,1,2
3,22000,1100,0,2,1,0,0,1,1,0,2,4
2,17000,1100,0,2,0,1,1,0,1,0,1,3
1,6000,400,0,1,0,1,1,0,1,0,3,4
2,20000,1250,0,2,0,1,0,1,1,0,3,4
2,18000,600,0,2,0,1,1,0,0,1,0,2
2,13000,780,0,1,1,0,1,0,1,0,1,3
2,38000,1274,0,2,1,0,1,0,1,0,9,32
2,36000,1200,0,2,1,0,1,0,0,0,1,4
1,7500,400,0,1,0,1,1,0,0,1,3,4
1,9000,500,0,1,0,1,1,0,0,1,0,4
3,18000,1100,0,3,1,0,0,0,1,0,11,18
1,6500,700,0,1,0,1,0,0,0,1,1,4
2,6000,600,0,1,0,1,1,0,1,0,2,3
2,18000,1200,0,2,1,0,1,0,1,0,3,10
2,12000,900,0,2,0,1,1,0,1,0,2,4
3,75000,1850,0,3,1,0,0,0,1,0,6,11
2,25000,900,0,2,0,1,0,1,0,1,0,1
2,20000,1050,0,2,0,1,1,0,1,0,2,4
2,8000,1200,0,2,0,1,1,0,1,0,2,3
2,11000,600,0,2,0,1,1,0,0,1,2,4
3,65000,1480,0,2,1,0,0,1,0,0,7,14
1,6000,400,0,1,0,1,1,0,1,0,4,5
4,160000,4500,0,4,1,0,0,0,0,1,4,4
1,11000,600,0,1,0,1,1,0,1,0,0,3
2,20000,1100,0,2,0,1,1,0,0,1,1,5
1,5500,600,0,1,0,1,1,0,0,1,0,3
3,12000,1100,0,3,0,1,1,0,1,0,6,7
3,21500,1320,0,2,0,1,1,0,1,0,3,4
2,9300,500,0,1,0,1,1,0,0,1,2,4
1,6000,600,0,1,0,1,1,0,0,1,0,2
2,13000,650,0,1,0,1,1,0,0,1,1,4
1,7000,300,0,1,1,0,1,0,0,1,3,3
2,14000,1000,0,2,0,1,1,0,0,1,1,4
2,14000,1200,0,2,0,1,1,0,1,0,0,3
1,6000,650,0,1,0,1,1,0,1,0,2,6
1,12500,600,0,1,0,1,1,0,0,1,1,1
1,7000,400,0,1,1,0,0,0,1,0,2,7
2,13000,1000,0,2,0,1,1,0,0,0,2,3
2,20000,1100,0,2,1,0,1,0,1,0,2,3
2,24000,1300,0,2,0,1,0,0,0,1,2,3
1,6000,600,0,1,0,1,1,0,0,1,3,3
2,15000,800,0,2,0,1,1,0,1,0,1,6
2,20000,1115,0,2,0,1,1,0,0,0,2,4
2,17000,1060,0,2,1,0,0,0,0,1,1,5
3,35000,1278,0,2,0,1,1,0,1,0,3,7
3,22000,1500,0,3,0,1,1,0,1,0,2,4
2,18000,1000,0,2,1,0,0,0,1,0,2,3
4,120000,4105,0,4,1,0,1,0,1,0,11,25
2,10000,800,0,2,0,1,1,0,1,0,0,5
2,8000,500,0,1,0,1,1,0,1,0,1,3
2,9500,700,0,1,0,1,1,0,1,0,0,4
2,9000,1055,0,2,1,0,0,0,1,0,0,1
3,31000,1325,0,2,1,0,1,0,1,0,1,10
2,14000,950,0,2,0,1,1,0,0,1,2,4
1,7000,450,0,1,1,0,1,0,1,0,0,4
3,24000,1200,0,2,0,1,1,0,1,0,1,3
1,8000,400,0,1,1,0,1,0,1,0,2,3
1,22000,400,0,1,0,1,1,0,1,0,0,3
2,12000,600,0,2,0,1,1,0,1,0,0,2
1,5000,500,0,1,0,1,1,0,0,1,1,2
1,6000,400,0,1,0,1,1,0,0,1,3,4
2,30000,1100,0,2,0,1,1,0,0,0,2,5
2,12000,650,0,2,0,1,1,0,1,0,2,4
2,15000,600,0,2,0,1,1,0,1,0,2,3
2,14000,800,0,2,0,1,1,0,0,0,1,3
1,22000,460,0,1,1,0,1,0,1,0,3,5
2,40000,1380,0,2,1,0,1,0,1,0,2,9
1,12000,500,0,1,0,1,1,0,1,0,1,3
2,15000,825,0,2,0,1,1,0,0,1,0,2
2,9500,700,0,2,0,1,1,0,1,0,2,6
2,15000,1110,0,2,1,0,0,0,0,1,1,2
2,15000,800,0,2,0,1,1,0,1,0,2,4
2,10000,810,0,1,0,1,1,0,1,0,0,2
4,15000,1150,0,3,0,1,1,0,1,0,0,3
1,7000,700,0,1,0,1,1,0,1,0,3,4
1,10000,300,0,1,0,1,1,0,0,1,2,3
3,26969,1400,0,3,0,1,1,0,1,0,4,14
1,8000,450,0,1,1,0,0,0,0,1,2,3
3,52000,1603,0,3,1,0,1,0,1,0,26,32
3,30000,1500,0,2,0,1,1,0,1,0,1,1
1,6500,200,0,1,0,1,0,0,1,0,4,4
3,22000,1500,0,3,0,1,1,0,0,0,0,5
1,10000,600,0,1,0,1,1,0,1,0,1,3
1,6000,150,0,1,0,1,1,0,0,0,3,4
2,13000,750,0,2,0,1,1,0,1,0,0,4
2,18000,1300,0,2,0,1,1,0,1,0,0,4
4,30000,1900,0,3,0,1,1,0,0,1,3,5
2,10000,300,0,2,1,0,1,0,1,0,0,4
1,15000,700,0,2,0,1,1,0,1,0,2,4
2,70000,1325,0,2,1,0,0,1,1,0,12,16
2,19000,894,0,2,1,0,0,0,0,1,3,4
2,20000,1100,0,2,0,1,1,0,1,0,3,4
2,9000,600,0,2,0,1,1,0,0,1,1,4
1,5000,500,0,1,0,1,1,0,0,0,0,2
2,27500,1000,0,2,1,0,1,0,0,0,4,4
2,16000,850,0,2,0,1,1,0,1,0,0,3
1,12000,400,0,1,1,0,1,0,1,0,3,3
3,75000,2400,0,4,1,0,1,0,1,0,5,14
2,20000,1200,0,2,0,1,1,0,1,0,0,4
1,7000,500,0,1,0,1,1,0,0,1,1,2
1,11000,550,0,1,0,1,1,0,1,0,0,2
1,13500,450,0,1,1,0,0,0,1,0,0,4
1,17000,430,0,1,0,1,1,0,1,0,4,5
3,55000,2430,0,3,0,1,1,0,1,0,4,5
1,13000,500,0,2,0,1,1,0,0,0,4,5
2,11000,600,0,1,0,1,1,0,1,0,2,5
2,16000,805,0,2,1,0,1,0,0,0,5,6
2,23500,950,0,2,0,1,1,0,1,0,6,8
2,8500,1000,0,2,1,0,0,0,0,1,1,1
3,30000,1350,0,3,0,1,1,0,0,0,14,14
3,22000,1500,0,2,1,0,1,0,0,0,2,4
2,15000,1000,0,2,1,0,0,0,0,1,1,3
3,15000,800,0,3,0,1,1,0,1,0,0,3
2,10000,1000,0,1,1,0,0,0,0,1,0,2
2,12500,800,0,2,0,1,1,0,0,0,2,3
3,24000,1550,0,3,1,0,0,0,1,0,1,2
2,32000,1000,0,2,0,1,1,0,0,1,1,5
2,19000,800,0,2,0,1,1,0,0,1,1,4
1,9000,700,0,1,0,1,1,0,0,0,0,4
2,5500,500,0,2,0,1,1,0,0,0,7,10
1,15000,500,0,1,1,0,1,0,1,0,2,3
2,14000,900,0,2,0,1,1,0,1,0,1,4
3,27000,1200,0,2,0,1,0,0,0,1,2,3
2,14000,1000,0,2,0,1,1,0,1,0,1,2
3,43000,1680,0,3,1,0,0,0,0,1,4,9
2,30000,1100,0,2,1,0,0,0,1,0,2,5
2,50000,1200,0,1,1,0,0,0,0,0,1,5
1,15000,900,0,2,1,0,1,0,1,0,1,3
3,25000,1600,0,3,1,0,0,0,1,0,3,4
2,25500,1475,0,2,1,0,1,0,0,0,4,9
1,6000,300,0,1,0,1,1,0,0,1,1,2
1,5000,400,0,1,0,1,1,0,0,1,1,2
1,10000,550,0,1,0,1,0,1,1,0,1,4
1,15000,400,0,1,0,1,1,0,0,1,1,5
1,5000,500,0,1,0,1,0,1,0,1,1,2
3,17000,1200,0,3,0,1,1,0,0,1,2,2
2,14000,1300,0,2,0,1,1,0,1,0,2,4
3,35000,2100,0,3,0,1,1,0,0,0,1,2
